Log Files (Rel. Path),Log Files,Molecule,SMILES,a0,a1,a2,a3,a4,H_f_0K,S(300K),sp2 Pair Count C-C,sp2 Pair Count C-O,sp2 Pair Count O-O,sp2 Total Count,sp3 Pair Count C-C,sp3 Pair Count C-F,sp3 Pair Count C-O,sp3 Pair Count O-O,sp3 Total Count,Num. Atoms C,Num. Atoms F,Num. Atoms O,Torsions Number of Rot. Bonds,C-C-C-C Torsions,C-C-C-F Torsions,C-C-O-C Torsions,C-O-C-C Torsions,C-O-C-F Torsions,F-C-C-C Torsions,F-C-C-F Torsions,F-C-C-O Torsions,F-C-O-C Torsions,O-C-C-C Torsions,O-C-C-F Torsions,O-C-C-O Torsions,O-C-O-C Torsions,O-O-C-C Torsions,O-O-C-F Torsions
qchem_data/log/cf2_2h2o_prod.log,cf2_2h2o_prod.log,CF22H2O,C(F)(F)O.O,14.805,0.024927,-2.07e-05,9.06e-09,-1.56e-12,-238.46,81.788,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/cf2coho.log,cf2coho.log,CF2COHO,[C](F)(F)C(=O)O,6.6578,0.060926,-5.53e-05,2.42e-08,-4.06e-12,-269.0,78.453,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,2.0,2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
qchem_data/log/cf2h.log,cf2h.log,CF2H,[CH](F)F,4.4063,0.023832,-1.61e-05,5.07e-09,-5.88e-13,-180.46,61.224,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/cf2_h2o_ts_prod.log,cf2_h2o_ts_prod.log,CF2H2O,C(F)(F)O,2.7417,0.048881,-3.95e-05,1.58e-08,-2.47e-12,-159.19,65.583,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/cf2o.log,cf2o.log,CF2O,C(=O)(F)F,3.5356,0.033932,-3.07e-05,1.32e-08,-2.16e-12,-144.2,61.794995,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/cf2o2_rad.log,cf2o2_rad.log,CF2O2,[C](O[O])(F)F,5.1022,0.046575,-4.5e-05,2.03e-08,-3.48e-12,-41.1,69.181,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
qchem_data/log/cf2o_2h2oprod.log,cf2o_2h2oprod.log,CF2O2H2O,C(F)(F)(O)O.O,8.1811,0.088948,-8.59e-05,4.05e-08,-7.26e-12,-295.56,88.046,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,2.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/cf2oh.log,cf2oh.log,CF2OH,F[C](O)F,4.0407,0.043616,-4.06e-05,1.8e-08,-3.05e-12,-109.79,67.02,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/cf2oh2.log,cf2oh2.log,CF2OH2,C(F)(F)(O)O,2.252,0.072219,-7e-05,3.24e-08,-5.66e-12,-212.82,70.375,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/cf2oh2.log,cf2oh2.log,CF2OH2O,C(F)(F)(O)O,2.7915,0.070727,-6.84e-05,3.16e-08,-5.52e-12,-217.61,70.838,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/cf2o_2h2oreact.log,cf2o_2h2oreact.log,CF2O_2H2O,C(=O)(F)F.O.O,16.608,0.066137,-6.25e-05,2.99e-08,-5.47e-12,-275.55,97.532,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/cf2o_h2o.log,cf2o_h2o.log,CF2O_H2O,C(=O)(F)F.O,13.759,0.038391,-3.25e-05,1.41e-08,-2.39e-12,-205.55,84.355874,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/cf2o_oh.log,cf2o_oh.log,CF2O_OH,FC([O])(O)F,2.885,0.063918,-6.36e-05,2.96e-08,-5.18e-12,0.0,70.725,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/cf2_2h2o.log,cf2_2h2o.log,CF2_2H2O,[C](F)F.O.O,16.729,0.054232,-5.16e-05,2.5e-08,-4.63e-12,-167.11,97.532,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/cf2_h2o_ts_react.log,cf2_h2o_ts_react.log,CF2_H2O,[C](F)F.O,14.805,0.024927,-2.07e-05,9.06e-09,-1.56e-12,-104.47,81.788,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/cf2oh.log,cf2oh.log,CF2_OH,F[C](O)F,3.997,0.043748,-4.08e-05,1.81e-08,-3.07e-12,-109.79,13.856,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/cf3.log,cf3.log,CF3,F[C](F)F,3.5673,0.037178,-3.56e-05,1.57e-08,-2.64e-12,-111.17,65.368433,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/cf3cfoh.log,cf3cfoh.log,CF3CFOH,[C](F)(C(F)(F)F)O,5.4323,0.083676,-8.14e-05,3.71e-08,-6.4e-12,-231.88,83.107,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,6.0,2.0,4.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
qchem_data/log/cf3co.log,cf3co.log,CF3CO,C(F)(F)(F)[C]=O,5.8249,0.059384,-5.84e-05,2.68e-08,-4.64e-12,-147.16,77.255,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,2.0,3.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
qchem_data/log/cf3h.log,cf3h.log,CF3H,C(F)(F)F,2.8492,0.04023,-3.15e-05,1.18e-08,-1.71e-12,-164.85,62.105,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/cf3o.log,cf3o.log,CF3O,C(F)(F)(F)[O],3.3106,0.054168,-5.43e-05,2.5e-08,-4.31e-12,-101.42,69.645,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,1.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/cf3oh.log,cf3oh.log,CF3OH,C(F)(F)(F)O,2.5913,0.063256,-6.19e-05,2.85e-08,-4.94e-12,-211.99,69.302,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,1.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/cf4.log,cf4.log,CF4,C(F)(F)(F)F,2.1845,0.056239,-5.59e-05,2.55e-08,-4.39e-12,-221.71,62.561,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/cfho.log,cfho.log,CFHO,C(=O)F,4.9136,0.018727,-8.94e-06,1.26e-09,1.18e-13,-199.45,58.965,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/cfo.log,cfo.log,CFO,F[C]=O,6.2029,0.012742,-9.09e-06,3.07e-09,-3.97e-13,-42.21,59.494,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/cfo2.log,cfo2.log,CFO2,O=C([O])F,3.743,0.036252,-3.44e-05,1.52e-08,-2.53e-12,-80.0,64.74,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/cfo2h.log,cfo2h.log,CFO2H,C(=O)(F)O,2.562,0.043465,-3.85e-05,1.66e-08,-2.75e-12,-147.28,63.717,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/cfoh_cis.log,cfoh_cis.log,CFOH,[C](F)O,3.9553,0.027276,-2.21e-05,8.77e-09,-1.35e-12,-159.77,59.289,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/cfoh3.log,cfoh3.log,CFOH3,C(F)(O)(O)O,2.55,0.079268,-7.59e-05,3.52e-08,-6.19e-12,-207.12,71.934,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,1.0,1.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/ch2F.log,ch2F.log,CH2F,[CH2]F,5.88,0.01476,-6.5e-06,1.08e-09,2.83e-15,-134.46,56.413,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/ch3.log,ch3.log,CH3,[CH3],7.1829,0.0071344,9.56e-07,-1.68e-09,3.51e-13,35.82,50.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/chfo2.log,chfo2.log,CHFO2,C(=O)(F)O,2.7681,0.043835,-3.97e-05,1.74e-08,-2.95e-12,0.0,63.927,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/cho2h.log,cho2h.log,CHO2H,C(=O)O,3.6706,0.02813,-1.58e-05,4.02e-09,-3.26e-13,-88.67,59.346,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/co.log,co.log,CO,[C]=O,7.1988,-0.0022294,5.64e-06,-3.46e-09,6.85e-13,-27.2,47.228,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/co2.log,co2.log,CO2,C(=O)=O,4.7791,0.016904,-1.32e-05,5.17e-09,-8.06e-13,0.0,52.42,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/co2h.log,co2h.log,COOH,[C](=O)O,5.1135,0.022545,-1.7e-05,6.53e-09,-9.96e-13,-45.14,60.148,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/cooh2.log,cooh2.log,COOH2,C(=O)(O)O,1.5339,0.053254,-4.67e-05,2.02e-08,-3.39e-12,-145.57,64.209,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/e1.log,e1.log,E1,C(F)(F)(F)C(F)(F)C(F)(F)O[C@@H](C(F)(F)F)F,8.5402,0.21078,-0.00020132,8.97e-08,-1.51e-11,0.0,130.72,0.0,0.0,0.0,0.0,3.0,11.0,2.0,0.0,16.0,5.0,11.0,1.0,5,0.0,3.0,1.0,1.0,2.0,2.0,13.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0
qchem_data/log/e1_minusH.log,e1_minusH.log,E1_minusH,C(F)(F)(F)C(F)(F)C(F)(F)O[C](C(F)(F)F)F,9.656,0.20642,-0.00020377,9.27e-08,-1.59e-11,0.0,134.41,0.0,0.0,0.0,0.0,3.0,11.0,2.0,0.0,16.0,5.0,11.0,1.0,5,0.0,3.0,1.0,1.0,2.0,2.0,13.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0
qchem_data/log/f.log,f.log,F,[F],4.9682,0.0,0.0,0.0,0.0,18.47,36.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/h2o.log,h2o.log,H2O,O,7.7961,-0.0003717,3.9e-06,-1.99e-09,3.16e-13,-57.1,46.425211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/hf.log,hf.log,HF,F,7.0265,-0.00037026,2.86e-07,3.51e-10,-1.43e-13,-65.18,41.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/frd_903.log,frd_903.log,HFPO-DA,C(F)(F)(F)C(F)(F)C(F)(F)O[C@@](C(=O)O)(C(F)(F)F)F,10.06,0.25241,-0.00024666,1.12e-07,-1.92e-11,0.0,143.52,0.0,1.0,0.0,1.0,4.0,11.0,3.0,0.0,18.0,6.0,11.0,3.0,6,0.0,6.0,2.0,1.0,2.0,2.0,13.0,0.0,1.0,3.0,7.0,2.0,0.0,0.0,0.0
qchem_data/log/frd_903_carbF.log,frd_903_carbF.log,HFPO-DAF,C(F)(F)(F)C(F)(F)C(F)(F)O[C@@](C(=O)F)(C(F)(F)F)F,11.577,0.2409,-0.00023634,1.07e-07,-1.84e-11,0.0,144.76,0.0,1.0,0.0,1.0,4.0,12.0,2.0,0.0,18.0,6.0,12.0,2.0,6,0.0,6.0,2.0,1.0,2.0,3.0,14.0,1.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0
qchem_data/log/frd_903_carbF_OH.log,frd_903_carbF_OH.log,HFPO-DAF_OH,C(F)(F)(F)C(F)(F)C(F)(F)O[C@@](C(F)(F)F)(F)[C@@]([O])(F)O,11.034,0.27026,-0.00026829,1.23e-07,-2.13e-11,0.0,148.82,0.0,0.0,0.0,0.0,4.0,12.0,4.0,0.0,20.0,6.0,12.0,3.0,6,0.0,6.0,2.0,1.0,2.0,3.0,14.0,1.0,1.0,3.0,7.0,2.0,0.0,0.0,0.0
qchem_data/log/ester_oh.log,ester_oh.log,HFPO-DAest_OH,C(F)(F)(F)C(F)(F)C(F)(F)O[C@](C(F)(F)F)([O])O,9.5262,0.23254,-0.00023163,1.07e-07,-1.85e-11,0.0,136.34,0.0,0.0,0.0,0.0,3.0,10.0,4.0,0.0,17.0,5.0,10.0,3.0,5,0.0,3.0,1.0,1.0,2.0,2.0,10.0,0.0,0.0,1.0,11.0,0.0,2.0,0.0,0.0
qchem_data/log/ester.log,ester.log,HFPO-DAester,C(F)(F)(F)C(F)(F)C(F)(F)OC(=O)C(F)(F)F,9.7623,0.20242,-0.00019772,8.94e-08,-1.53e-11,0.0,131.11,0.0,1.0,0.0,1.0,3.0,10.0,2.0,0.0,15.0,5.0,10.0,2.0,5,0.0,3.0,1.0,1.0,2.0,2.0,10.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0
qchem_data/log/frd_903_0HFAts_prod_minusHF.log,frd_903_0HFAts_prod_minusHF.log,HFPO-DAlac,C(F)(F)(F)C(F)(F)C(F)(F)O[C@]1(C(=O)O1)C(F)(F)F,9.2867,0.23195,-0.00022741,1.03e-07,-1.77e-11,0.0,138.47,0.0,1.0,0.0,1.0,4.0,10.0,4.0,0.0,18.0,6.0,10.0,3.0,5,0.0,6.0,2.0,1.0,2.0,2.0,10.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0
qchem_data/log/lactone.log,lactone.log,LACTONE,C1(F)(C(=O)O1)F,3.2354,0.064148,-6.22e-05,2.82e-08,-4.84e-12,-139.22,71.645,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,5.0,2.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/o.log,o.log,O,[O],4.9682,0.0,0.0,0.0,0.0,58.997,36.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/o2.log,o2.log,O2,O=O,6.4985,0.0010753,2.07e-06,-1.91e-09,4.44e-13,0.0,48.998,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/oh.log,oh.log,OH,[OH],7.075,-0.00071119,9.5e-07,-2.55e-11,-7.49e-14,8.91,42.602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qchem_data/log/1_butane.log,1_butane.log,PFBA,C(F)(F)(C(F)(F)C(F)(F)C(=O)O)F,7.4932,0.15978,-0.00015489,7.02e-08,-1.2e-11,-430.68,110.04,0.0,1.0,0.0,1.0,3.0,7.0,1.0,0.0,11.0,4.0,7.0,2.0,3,1.0,5.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
qchem_data/log/pfbal.log,pfbal.log,PFBAL,C(C(C(C(=O)F)(F)F)(F)F)(F)(F)F,8.7828,0.1493,-0.00014605,6.62e-08,-1.13e-11,-427.98,109.8,0.0,1.0,0.0,1.0,3.0,8.0,0.0,0.0,11.0,4.0,8.0,1.0,3,1.0,5.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
qchem_data/log/pfhpal.log,pfhpal.log,PFHPAL,C(C(C(C(=O)F)(F)F)(F)F)(F)(F)C(C(C(F)(F)F)(F)F)(F)F,14.026,0.26416,-0.00026033,1.19e-07,-2.04e-11,-723.56,151.43,0.0,1.0,0.0,1.0,6.0,14.0,0.0,0.0,20.0,7.0,14.0,1.0,6,4.0,11.0,0.0,0.0,0.0,9.0,24.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
qchem_data/log/pfhxal.log,pfhxal.log,PFHXAL,C(C(C(C(=O)F)(F)F)(F)F)(F)(F)C(C(F)(F)F)(F)F,12.294,0.22583,-0.00022218,1.01e-07,-1.73e-11,-625.09,137.47,0.0,1.0,0.0,1.0,5.0,12.0,0.0,0.0,17.0,6.0,12.0,1.0,5,3.0,9.0,0.0,0.0,0.0,7.0,20.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
qchem_data/log/1_heptane.log,1_heptane.log,PFHpA,C(F)(F)(C(F)(F)C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)F,12.695,0.27476,-0.00026931,1.23e-07,-2.11e-11,-726.25,151.7,0.0,1.0,0.0,1.0,6.0,13.0,1.0,0.0,20.0,7.0,13.0,2.0,6,4.0,11.0,0.0,0.0,0.0,8.0,22.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
qchem_data/log/1_hexane.log,1_hexane.log,PFHxA,C(F)(F)(C(F)(F)C(F)(F)C(=O)O)C(C(F)(F)F)(F)F,10.971,0.23643,-0.00023117,1.05e-07,-1.81e-11,-627.8,137.71,0.0,1.0,0.0,1.0,5.0,11.0,1.0,0.0,17.0,6.0,11.0,2.0,5,3.0,9.0,0.0,0.0,0.0,6.0,18.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
qchem_data/log/1_octane.log,1_octane.log,PFOA,C(F)(F)(C(F)(F)C(F)(F)C(=O)O)C(C(F)(F)C(C(F)(F)F)(F)F)(F)F,14.415,0.31312,-0.00030747,1.4e-07,2.41e-11,-824.72,165.64,0.0,1.0,0.0,1.0,7.0,15.0,1.0,0.0,23.0,8.0,15.0,2.0,7,5.0,13.0,0.0,0.0,0.0,10.0,26.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
qchem_data/log/pfpal.log,pfpal.log,PFPAL,C(C(C(=O)F)(F)F)(F)(F)F,6.9898,0.11121,-0.00010823,4.89e-08,-8.36e-12,-329.38,95.557,0.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,8.0,3.0,6.0,1.0,2,0.0,3.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
qchem_data/log/pfpnal.log,pfpnal.log,PFPNAL,C(C(C(C(=O)F)(F)F)(F)F)(F)(F)C(F)(F)F,10.555,0.18749,-0.00018403,8.36e-08,-1.43e-11,-526.63,123.47,0.0,1.0,0.0,1.0,4.0,10.0,0.0,0.0,14.0,5.0,10.0,1.0,4,2.0,7.0,0.0,0.0,0.0,5.0,16.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
qchem_data/log/1_pentane.log,1_pentane.log,PFPnA,C(F)(F)(C(F)(F)C(F)(F)C(=O)O)C(F)(F)F,9.2229,0.19813,-0.00019306,8.77e-08,-1.5e-11,-529.33,123.69,0.0,1.0,0.0,1.0,4.0,9.0,1.0,0.0,14.0,5.0,9.0,2.0,4,2.0,7.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
qchem_data/log/1_propane.log,1_propane.log,PFPrA,C(F)(F)(C(F)(F)C(=O)O)F,5.734,0.12156,-0.00011689,5.28e-08,-9.03e-12,-331.96,96.214,0.0,1.0,0.0,1.0,2.0,5.0,1.0,0.0,8.0,3.0,5.0,2.0,2,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
qchem_data/log/tfa.log,tfa.log,TFA,C(F)(F)(C(=O)O)F,3.9462,0.08361,-7.93e-05,3.56e-08,-6.09e-12,-250.52,80.676,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,5.0,2.0,3.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
qchem_data/log/tfal.log,tfal.log,TFAL,C(C(=O)F)(F)(F)F,5.1988,0.073197,-7.05e-05,3.17e-08,-5.39e-12,-248.11,79.943,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,5.0,2.0,4.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
qchem_data/log/tfcof_oh.log,tfcof_oh.log,TFCOF_OH,C(F)(F)(F)[C@@]([O])(F)O,4.6524,0.10215,-0.0001018,4.72e-08,-8.23e-12,0.0,85.745,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,7.0,2.0,4.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
qchem_data/log/butylallyl.log,butylallyl.log,butylallyl,C(=C(F)[C](C(F)(F)F)F)(F)F,9.4988,0.11984,-0.00011699,5.3e-08,-9.07e-12,-274.97,106.35,1.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,9.0,4.0,7.0,0.0,2,1.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
