Log Files (Rel. Path),Log Files_x,SMILES,Log Names,Abbreviation,Log Files_y,a0,a1,a2,a3,a4,H_f_0K,S(300K)
qchem_data/log/frd_903_cof_OH.log,frd_903_cof_OH.log,C(F)(F)(F)C(F)(F)C(F)(F)O[C@@](C(F)(F)F)(F)[C@@]([O])(F)O,frd_903_cof_OH,HFPO-DAF_OH,frd_903_carbF_OH.log,11.034,0.27026,-0.000268,0.0,-0.0,0.0,148.82
qchem_data/log/ester_oh.log,ester_oh.log,C(F)(F)(F)C(F)(F)C(F)(F)O[C@](C(F)(F)F)([O])O,ester_oh,HFPO-DAest_OH,ester_oh.log,9.5262,0.23254,-0.000232,0.0,-0.0,0.0,136.34
qchem_data/log/frd_903_0HFAts_prod_minusHF.log,frd_903_0HFAts_prod_minusHF.log,C(F)(F)(F)C(F)(F)C(F)(F)O[C@]1(C(=O)O1)C(F)(F)F,frd_903_0HFAts_prod_minusHF,HFPO-DAlac,frd_903_0HFAts_prod_minusHF.log,9.2867,0.23195,-0.000227,0.0,-0.0,0.0,138.47
qchem_data/log/frd_903_0HFAts_prod.log,frd_903_0HFAts_prod.log,C(F)(F)(F)C(F)(F)C(F)(F)O[C@]1(C(=O)O1)C(F)(F)F.F,frd_903_0HFAts_prod,,,,,,,,,
qchem_data/log/frd_c5f11o.log,frd_c5f11o.log,C(F)(F)(F)C(F)(F)C(F)(F)O[C](C(F)(F)F)F,frd_c5f11o,E1_minusH,e1_minusH.log,9.656,0.20642,-0.000204,0.0,-0.0,0.0,134.41
qchem_data/log/1H_propane.log,1H_propane.log,C(F)(F)(F)C(F)(F)C(F)F,1H_propane,,,,,,,,,
,,C(F)(F)(F)C(F)(F)F,,C2F6,c2f6.log,4.4745,0.092686,-9.2e-05,0.0,-0.0,-320.02,79.457408
qchem_data/log/c2f5cof_oh.log,c2f5cof_oh.log,C(F)(F)(F)C(F)(F)[C@](F)([O])O,c2f5cof_oh,,,,,,,,,
qchem_data/log/c3f7.log,c3f7.log,C(F)(F)(F)C(F)(F)[C](F)F,c3f7,,,,,,,,,
,,C(F)(F)(F)F,,CF4,cf4.log,2.1845,0.056239,-5.6e-05,0.0,-0.0,-221.71,62.561
,,C(F)(F)(F)O,,CF3OH,cf3oh.log,2.5913,0.063256,-6.2e-05,0.0,-0.0,-211.99,69.302
qchem_data/log/tfcof_oh.log,tfcof_oh.log,C(F)(F)(F)[C@@]([O])(F)O,tfcof_oh,TFCOF_OH,tfcof_oh.log,4.6524,0.10215,-0.000102,0.0,-0.0,0.0,85.745
qchem_data/log/2_hexyl.log,2_hexyl.log,C(F)(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2_hexyl,,,,,,,,,
qchem_data/log/2_pentyl.log,2_pentyl.log,C(F)(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)F,2_pentyl,,,,,,,,,
qchem_data/log/2_butyl.log,2_butyl.log,C(F)(F)(F)[C](F)C(F)(F)C(F)(F)F,2_butyl,,,,,,,,,
,,C(F)(F)(F)[C](F)C(F)(F)F,,sC3F7,2_propyl.log,7.8084,0.11084,-0.000108,0.0,-0.0,-318.55,99.051
qchem_data/log/c2f5.log,c2f5.log,C(F)(F)(F)[C](F)F,c2f5,C2F5,c2f5.log,5.8156,0.073558,-7.1e-05,0.0,-0.0,-213.0,81.437321
,,C(F)(F)(F)[C]=O,,CF3CO,cf3co.log,5.8249,0.059384,-5.8e-05,0.0,-0.0,-147.16,77.255
qchem_data/log/cf3o.log,cf3o.log,C(F)(F)(F)[O],cf3o.,CF3O,cf3o.log,3.3106,0.054168,-5.4e-05,0.0,-0.0,-101.42,69.645
qchem_data/log/pftoh.log,pftoh.log,C(F)(F)(O)F,pftoh,,,,,,,,,
,,C(F)(F)(O)O,,CF2OH2O,cf2oh2.log,2.7915,0.070727,-6.8e-05,0.0,-0.0,-217.61,70.838
,,C(F)(F)(O)O,,CF2OH2,cf2oh2.log,2.252,0.072219,-7e-05,0.0,-0.0,-212.82,70.375
,,C(F)(F)(O)O.O,,CF2O2H2O,cf2o_2h2oprod.log,8.1811,0.088948,-8.6e-05,0.0,-0.0,-295.56,88.046
qchem_data/log/triflic.log,triflic.log,C(F)(F)(S([O])([O])O)F,triflic,,,,,,,,,
qchem_data/log/3_octyl.log,3_octyl.log,C(F)(F)([C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,3_octyl,,,,,,,,,
qchem_data/log/4_octyl.log,4_octyl.log,C(F)(F)([C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,4_octyl,,,,,,,,,
qchem_data/log/3_heptyl.log,3_heptyl.log,C(F)(F)([C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,3_heptyl,,,,,,,,,
qchem_data/log/4_heptyl.log,4_heptyl.log,C(F)(F)([C](F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,4_heptyl,,,,,,,,,
qchem_data/log/3_hexyl.log,3_hexyl.log,C(F)(F)([C](F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,3_hexyl,,,,,,,,,
qchem_data/log/3_pentyl.log,3_pentyl.log,C(F)(F)([C](F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,3_pentyl,,,,,,,,,
,,C(F)(F)([C](F)C(F)(F)F)C(F)(F)F,,sC4F9,c4_secondary_rad.log,8.7357,0.153,-0.000152,0.0,-0.0,-417.63,113.918165
qchem_data/log/hfp_1oh_2nd.log,hfp_1oh_2nd.log,C(F)(F)([C](F)C(F)(F)O)F,hfp_1oh_2nd,,,,,,,,,
,,C(F)(F)([C](F)F)C(C(F)(F)F)(F)F,,C4F9,c4_rad.log,8.816,0.15248,-0.000151,0.0,-0.0,-409.98,114.89
qchem_data/log/1H_butane.log,1H_butane.log,C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1H_butane,,,,,,,,,
qchem_data/log/1H_ethane.log,1H_ethane.log,C(F)(F)C(F)(F)F,1H_ethane,,,,,,,,,
qchem_data/log/1H_methane.log,1H_methane.log,C(F)(F)F,1H_methane,CF3H,cf3h.log,2.8492,0.04023,-3.2e-05,0.0,-0.0,-164.85,62.105
,,C(F)(F)O,,CF2H2O,cf2_h2o_ts_prod.log,2.7417,0.048881,-4e-05,0.0,-0.0,-159.19,65.583
,,C(F)(F)O.O,,CF22H2O,cf2_2h2o_prod.log,14.805,0.024927,-2.1e-05,0.0,-0.0,-238.46,81.788
qchem_data/log/cf2_tfa_prod.log,cf2_tfa_prod.log,C(F)(F)OC(=O)C(F)(F)F,cf2_tfa_prod,,,,,,,,,
,,C(F)(O)(O)O,,CFOH3,cfoh3.log,2.55,0.079268,-7.6e-05,0.0,-0.0,-207.12,71.934
qchem_data/log/triflate_amide.log,triflate_amide.log,C(S(=O)(=O)N)(F)(F)F,triflate_amide,,,,,,,,,
,,C([C]=C(F)F)(F)(F)F,,C3F5,cf3ccf2.log,10.973,0.071301,-6.7e-05,0.0,-0.0,-160.82,90.468
,,C1(F)(C(=O)O1)F,,LACTONE,lactone.log,3.2354,0.064148,-6.2e-05,0.0,-0.0,-139.22,71.645
,,C1(F)(F)C(F)(F)C(F)(F)C1(F)F,,cC4F8,cbutane.log,6.2333,0.14106,-0.000137,0.0,-0.0,-370.51,96.448287
,,C1(F)(F)C(F)(F)C1(F)F,,cC3F6,cpropane.log,6.2633,0.099252,-9.6e-05,0.0,-0.0,-234.7,87.044
,,C1(F)(F)C(F)(F)O1,,C2F4O_epox,epoxide.log,2.7566,0.081434,-8e-05,0.0,-0.0,-230.5,76.054
qchem_data/log/c2h6.log,c2h6.log,CC,c2h6,,,,,,,,,
,,F,,HF,hf.log,7.0265,-0.00037,0.0,0.0,-0.0,-65.18,41.525
,,FC(F)(C(F)(F)O)F,,C2F5OH,c2f5oh.log,4.7496,0.1002,-9.8e-05,0.0,-0.0,-315.65,84.634
qchem_data/log/cf3o_cf2o_prod.log,cf3o_cf2o_prod.log,FC(F)([O])OC(F)(F)F,cf3o_cf2o_prod,,,,,,,,,
,,FC(O)(F)[C](C(F)(F)C(F)(F)F)F,,1C4F8_OH,butene_OH.log,8.959,0.16092,-0.000159,0.0,-0.0,-419.97,44.901
qchem_data/log/cf2o_oh.log,cf2o_oh.log,FC([O])(O)F,cf2o_oh,CF2O_OH,cf2o_oh.log,2.885,0.063918,-6.4e-05,0.0,-0.0,0.0,70.725
,,F[C@H](C(F)(C(F)(F)F)F)C(F)(F)F,,sC4F9H,c4f9H_secondary.log,6.6609,0.16006,-0.000152,0.0,-0.0,-457.83,107.67
,,F[C](F)F,,CF3,cf3.log,3.5673,0.037178,-3.6e-05,0.0,-0.0,-111.17,65.368433
,,F[C](F)[C@@](C(F)(F)C(F)(F)F)(F)O,,2C4F8_OH,butene_2OH.log,8.3784,0.16198,-0.00016,0.0,-0.0,-414.97,44.591
,,F[C](O)F,,CF2_OH,cf2oh.log,3.997,0.043748,-4.1e-05,0.0,-0.0,-109.79,13.856
,,F[C](O)F,,CF2OH,cf2oh.log,4.0407,0.043616,-4.1e-05,0.0,-0.0,-109.79,67.02
qchem_data/log/cof.log,cof.log,F[C]=O,cof,CFO,cfo.log,6.2029,0.012742,-9e-06,0.0,-0.0,-42.21,59.494
,,O,,H2O,h2o.log,7.7961,-0.000372,4e-06,-0.0,0.0,-57.1,46.425211
,,O=C([O])F,,CFO2,cfo2.log,3.743,0.036252,-3.4e-05,0.0,-0.0,-80.0,64.74
,,O=O,,O2,o2.log,6.4985,0.001075,2e-06,-0.0,0.0,0.0,48.998
qchem_data/log/22_fts.log,22_fts.log,S(CCC(C(F)(F)F)(F)F)([O])([O])O,22_fts,,,,,,,,,
,,[C@]1(C(F)(F)O1)(F)C(F)(F)F,,C3F6O_epox,c3f6o.log,4.2664,0.11981,-0.000118,0.0,-0.0,-337.64,91.474
qchem_data/log/c3f6o2_ring.log,c3f6o2_ring.log,[C@]1(C(F)(F)OO1)(F)C(F)(F)F,c3f6o2_ring,C3F6O2_dioxane,c3f6o2_ring.log,4.2387,0.13347,-0.00013,0.0,-0.0,0.0,95.386
,,[CH2]F,,CH2F,ch2F.log,5.88,0.01476,-6e-06,0.0,0.0,-134.46,56.413
,,[CH3],,CH3,ch3.log,7.1829,0.007134,1e-06,-0.0,0.0,35.82,50.1
,,[CH](F)F,,CF2H,cf2h.log,4.4063,0.023832,-1.6e-05,0.0,-0.0,-180.46,61.224
qchem_data/log/propene_betaF_rad.log,propene_betaF_rad.log,[C](=C(F)F)C(F)(F)F,propene_betaF_rad,,,,,,,,,
qchem_data/log/cf2cf.log,cf2cf.log,[C](=C(F)F)F,cf2cf,,,,,,,,,
qchem_data/log/cooh.log,cooh.log,[C](=O)O,cooh,COOH,co2h.log,5.1135,0.022545,-1.7e-05,0.0,-0.0,-45.14,60.148
qchem_data/log/c3f6o2_1st.log,c3f6o2_1st.log,[C](C(F)(F)O[O])(F)C(F)(F)F,c3f6o2_1st,C3F6O2_1st,c3f6o2_1st.log,8.4398,0.12567,-0.000125,0.0,-0.0,0.0,106.04
,,[C](C(F)(F)O[O])(F)F,,C2F4O2,c2f4o2.log,7.0756,0.085872,-8.5e-05,0.0,-0.0,-145.69,88.684
,,[C](F)(C(=O)F)C(C(F)(F)F)(F)F,,C4F7O,c4f7_o.log,8.9241,0.13439,-0.000131,0.0,-0.0,-300.33,106.98
,,[C](F)(C(F)(C(F)(F)F)F)F,,C3F7,c3f7.log,7.0521,0.11421,-0.000113,5.1348,-0.0,-312.05,96.762
qchem_data/log/2_propyl.log,2_propyl.log,[C](F)(C(F)(F)F)C(F)(F)F,2_propyl,,,,,,,,,
,,[C](F)(C(F)(F)F)O,,CF3CFOH,cf3cfoh.log,5.4323,0.083676,-8.1e-05,0.0,-0.0,-231.88,83.107
,,[C](F)(F)C(=O)F,,C2F3O,c2f3_o.log,7.1063,0.052812,-4.9e-05,0.0,-0.0,-146.25,76.899
,,[C](F)(F)C(=O)O,,CF2COHO,cf2coho.log,6.6578,0.060926,-5.5e-05,0.0,-0.0,-269.0,78.453
,,[C](F)(F)C(C([C](F)F)(F)F)(F)F,,rC4F8,cbutane_diradical.log,9.9754,0.13412,-0.000131,0.0,-0.0,-296.79,107.9
,,[C](F)(F)C(F)(F)O,,C2F4_OH,c2f4_oh.log,5.5231,0.083345,-8.1e-05,0.0,-0.0,-210.36,24.195
qchem_data/log/cf3.log,cf3.log,[C](F)(F)F,cf3,,,,,,,,,
qchem_data/log/cf3cf_carbene.log,cf3cf_carbene.log,[C](F)C(F)(F)F,cf3cf_carbene,,,,,,,,,
qchem_data/log/cf2.log,cf2.log,[C](F)F,cf2,CF2,cf2.log,4.717,0.02003,-1.8e-05,0.0,-0.0,-46.34,57.490866
,,[C](F)F.O,,CF2_H2O,cf2_h2o_ts_react.log,14.805,0.024927,-2.1e-05,0.0,-0.0,-104.47,81.788
,,[C](F)F.O.O,,CF2_2H2O,cf2_2h2o.log,16.729,0.054232,-5.2e-05,0.0,-0.0,-167.11,97.532
,,[C](F)O,,CFOH,cfoh_cis.log,3.9553,0.027276,-2.2e-05,0.0,-0.0,-159.77,59.289
,,[C](O[O])(F)F,,CF2O2,cf2o2_rad.log,5.1022,0.046575,-4.5e-05,0.0,-0.0,-41.1,69.181
,,[C]=O,,CO,co.log,7.1988,-0.002229,6e-06,-0.0,0.0,-27.2,47.228
,,[F],,F,f.log,4.9682,0.0,0.0,0.0,0.0,18.47,36.176
,,[OH],,OH,oh.log,7.075,-0.000711,1e-06,-0.0,-0.0,8.91,42.602
,,[O],,O,o.log,4.9682,0.0,0.0,0.0,0.0,58.997,36.469
